date,covid restriction,school district,county,state,presidential results,notes,fips_code,subregion
10/27/20,0,Westmont Community Unit School District 266,Du Page,Illinois,Biden,,,
10/28/20,0,Westmont Community Unit School District 267,Du Page,Illinois,Biden,,,
10/29/20,0,Westmont Community Unit School District 268,Du Page,Illinois,Biden,,,
10/30/20,0,Westmont Community Unit School District 269,Du Page,Illinois,Biden,,,
10/31/20,0,Westmont Community Unit School District 270,Du Page,Illinois,Biden,,,
11/1/20,0,Westmont Community Unit School District 271,Du Page,Illinois,Biden,,,
11/2/20,0,Westmont Community Unit School District 272,Du Page,Illinois,Biden,,,
11/3/20,0,Westmont Community Unit School District 273,Du Page,Illinois,Biden,,,
11/4/20,0,Westmont Community Unit School District 274,Du Page,Illinois,Biden,,,
11/5/20,0,Westmont Community Unit School District 275,Du Page,Illinois,Biden,,,
11/6/20,0,Westmont Community Unit School District 276,Du Page,Illinois,Biden,,,
11/7/20,0,Westmont Community Unit School District 277,Du Page,Illinois,Biden,,,
11/8/20,0,Westmont Community Unit School District 278,Du Page,Illinois,Biden,,,
11/9/20,0,Westmont Community Unit School District 279,Du Page,Illinois,Biden,,,
11/10/20,0,Westmont Community Unit School District 280,Du Page,Illinois,Biden,,,
11/11/20,0,Westmont Community Unit School District 281,Du Page,Illinois,Biden,,,
11/12/20,0,Westmont Community Unit School District 282,Du Page,Illinois,Biden,,,
11/13/20,0,Westmont Community Unit School District 283,Du Page,Illinois,Biden,,,
11/14/20,0,Westmont Community Unit School District 284,Du Page,Illinois,Biden,,,
11/15/20,0,Westmont Community Unit School District 285,Du Page,Illinois,Biden,,,
11/16/20,0,Westmont Community Unit School District 286,Du Page,Illinois,Biden,,,
11/17/20,0,Westmont Community Unit School District 287,Du Page,Illinois,Biden,,,
11/18/20,0,Westmont Community Unit School District 288,Du Page,Illinois,Biden,,,
11/19/20,0,Westmont Community Unit School District 289,Du Page,Illinois,Biden,,,
,cant find,Lawton-Bronson Community School District,Woodbury,Iowa,Trump,,19193,woodbury
8/24/20,-1,Winterset Community School District,Madison,Iowa,Trump,with a remote option,19121,madison
8/25/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
8/26/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
8/27/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
8/28/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
8/29/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
8/30/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
8/31/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/1/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/2/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/3/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/4/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/5/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/6/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/7/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/8/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/9/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/10/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/11/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/12/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/13/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/14/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/15/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/16/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/17/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/18/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/19/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/20/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/21/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/22/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/23/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/24/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/25/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/26/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/27/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/28/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/29/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
9/30/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/1/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/2/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/3/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/4/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/5/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/6/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/7/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/8/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/9/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/10/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/11/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/12/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/13/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/14/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/15/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/16/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/17/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/18/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/19/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/20/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/21/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/22/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/23/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/24/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/25/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/26/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/27/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/28/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/29/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/30/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
10/31/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/1/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/2/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/3/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/4/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/5/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/6/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/7/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/8/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/9/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/10/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/11/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/12/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/13/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/14/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/15/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/16/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/17/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/18/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
11/19/20,-1,Winterset Community School District,Madison,Iowa,Trump,,,
8/26/20,-1,Cedar Vale Unified School District 285,Chautauqua,Kansas,Trump,with a remote option?,20019,chautauqua
8/27/20,-1,Cedar Vale Unified School District 286,Chautauqua,Kansas,Trump,,,
8/28/20,-1,Cedar Vale Unified School District 287,Chautauqua,Kansas,Trump,,,
8/29/20,-1,Cedar Vale Unified School District 288,Chautauqua,Kansas,Trump,,,
8/30/20,-1,Cedar Vale Unified School District 289,Chautauqua,Kansas,Trump,,,
8/31/20,-1,Cedar Vale Unified School District 290,Chautauqua,Kansas,Trump,,,
9/1/20,-1,Cedar Vale Unified School District 291,Chautauqua,Kansas,Trump,,,
9/2/20,-1,Cedar Vale Unified School District 292,Chautauqua,Kansas,Trump,,,
9/3/20,-1,Cedar Vale Unified School District 293,Chautauqua,Kansas,Trump,,,
9/4/20,-1,Cedar Vale Unified School District 294,Chautauqua,Kansas,Trump,,,
9/5/20,-1,Cedar Vale Unified School District 295,Chautauqua,Kansas,Trump,,,
9/6/20,-1,Cedar Vale Unified School District 296,Chautauqua,Kansas,Trump,,,
9/7/20,-1,Cedar Vale Unified School District 297,Chautauqua,Kansas,Trump,,,
9/8/20,-1,Cedar Vale Unified School District 298,Chautauqua,Kansas,Trump,,,
9/9/20,-1,Cedar Vale Unified School District 299,Chautauqua,Kansas,Trump,,,
9/10/20,-1,Cedar Vale Unified School District 300,Chautauqua,Kansas,Trump,,,
9/11/20,-1,Cedar Vale Unified School District 301,Chautauqua,Kansas,Trump,,,
9/12/20,-1,Cedar Vale Unified School District 302,Chautauqua,Kansas,Trump,,,
9/13/20,-1,Cedar Vale Unified School District 303,Chautauqua,Kansas,Trump,,,
9/14/20,-1,Cedar Vale Unified School District 304,Chautauqua,Kansas,Trump,,,
9/15/20,-1,Cedar Vale Unified School District 305,Chautauqua,Kansas,Trump,,,
9/16/20,-1,Cedar Vale Unified School District 306,Chautauqua,Kansas,Trump,,,
9/17/20,-1,Cedar Vale Unified School District 307,Chautauqua,Kansas,Trump,,,
9/18/20,-1,Cedar Vale Unified School District 308,Chautauqua,Kansas,Trump,,,
9/19/20,-1,Cedar Vale Unified School District 309,Chautauqua,Kansas,Trump,,,
9/20/20,-1,Cedar Vale Unified School District 310,Chautauqua,Kansas,Trump,,,
9/21/20,-1,Cedar Vale Unified School District 311,Chautauqua,Kansas,Trump,,,
9/22/20,-1,Cedar Vale Unified School District 312,Chautauqua,Kansas,Trump,,,
9/23/20,-1,Cedar Vale Unified School District 313,Chautauqua,Kansas,Trump,,,
9/24/20,-1,Cedar Vale Unified School District 314,Chautauqua,Kansas,Trump,,,
9/25/20,-1,Cedar Vale Unified School District 315,Chautauqua,Kansas,Trump,,,
9/26/20,-1,Cedar Vale Unified School District 316,Chautauqua,Kansas,Trump,,,
9/27/20,-1,Cedar Vale Unified School District 317,Chautauqua,Kansas,Trump,,,
9/28/20,-1,Cedar Vale Unified School District 318,Chautauqua,Kansas,Trump,,,
9/29/20,-1,Cedar Vale Unified School District 319,Chautauqua,Kansas,Trump,,,
9/30/20,-1,Cedar Vale Unified School District 320,Chautauqua,Kansas,Trump,,,
10/1/20,-1,Cedar Vale Unified School District 321,Chautauqua,Kansas,Trump,,,
10/2/20,-1,Cedar Vale Unified School District 322,Chautauqua,Kansas,Trump,,,
10/3/20,-1,Cedar Vale Unified School District 323,Chautauqua,Kansas,Trump,,,
10/4/20,-1,Cedar Vale Unified School District 324,Chautauqua,Kansas,Trump,,,
10/5/20,-1,Cedar Vale Unified School District 325,Chautauqua,Kansas,Trump,,,
10/6/20,-1,Cedar Vale Unified School District 326,Chautauqua,Kansas,Trump,,,
10/7/20,-1,Cedar Vale Unified School District 327,Chautauqua,Kansas,Trump,,,
10/8/20,-1,Cedar Vale Unified School District 328,Chautauqua,Kansas,Trump,,,
10/9/20,-1,Cedar Vale Unified School District 329,Chautauqua,Kansas,Trump,,,
10/10/20,-1,Cedar Vale Unified School District 330,Chautauqua,Kansas,Trump,,,
10/11/20,-1,Cedar Vale Unified School District 331,Chautauqua,Kansas,Trump,,,
10/12/20,-1,Cedar Vale Unified School District 332,Chautauqua,Kansas,Trump,,,
10/13/20,-1,Cedar Vale Unified School District 333,Chautauqua,Kansas,Trump,,,
10/14/20,-1,Cedar Vale Unified School District 334,Chautauqua,Kansas,Trump,,,
10/15/20,-1,Cedar Vale Unified School District 335,Chautauqua,Kansas,Trump,,,
10/16/20,-1,Cedar Vale Unified School District 336,Chautauqua,Kansas,Trump,,,
10/17/20,-1,Cedar Vale Unified School District 337,Chautauqua,Kansas,Trump,,,
10/18/20,-1,Cedar Vale Unified School District 338,Chautauqua,Kansas,Trump,,,
10/19/20,-1,Cedar Vale Unified School District 339,Chautauqua,Kansas,Trump,,,
10/20/20,-1,Cedar Vale Unified School District 340,Chautauqua,Kansas,Trump,,,
10/21/20,-1,Cedar Vale Unified School District 341,Chautauqua,Kansas,Trump,,,
10/22/20,-1,Cedar Vale Unified School District 342,Chautauqua,Kansas,Trump,,,
10/23/20,-1,Cedar Vale Unified School District 343,Chautauqua,Kansas,Trump,,,
10/24/20,-1,Cedar Vale Unified School District 344,Chautauqua,Kansas,Trump,,,
10/25/20,-1,Cedar Vale Unified School District 345,Chautauqua,Kansas,Trump,,,
10/26/20,-1,Cedar Vale Unified School District 346,Chautauqua,Kansas,Trump,,,
10/27/20,-1,Cedar Vale Unified School District 347,Chautauqua,Kansas,Trump,,,
10/28/20,-1,Cedar Vale Unified School District 348,Chautauqua,Kansas,Trump,,,
10/29/20,-1,Cedar Vale Unified School District 349,Chautauqua,Kansas,Trump,,,
10/30/20,-1,Cedar Vale Unified School District 350,Chautauqua,Kansas,Trump,,,
10/31/20,-1,Cedar Vale Unified School District 351,Chautauqua,Kansas,Trump,,,
11/1/20,-1,Cedar Vale Unified School District 352,Chautauqua,Kansas,Trump,,,
11/2/20,-1,Cedar Vale Unified School District 353,Chautauqua,Kansas,Trump,,,
11/3/20,-1,Cedar Vale Unified School District 354,Chautauqua,Kansas,Trump,,,
11/4/20,-1,Cedar Vale Unified School District 355,Chautauqua,Kansas,Trump,,,
11/5/20,-1,Cedar Vale Unified School District 356,Chautauqua,Kansas,Trump,,,
11/6/20,-1,Cedar Vale Unified School District 357,Chautauqua,Kansas,Trump,,,
11/7/20,-1,Cedar Vale Unified School District 358,Chautauqua,Kansas,Trump,,,
11/8/20,-1,Cedar Vale Unified School District 359,Chautauqua,Kansas,Trump,,,
11/9/20,-1,Cedar Vale Unified School District 360,Chautauqua,Kansas,Trump,,,
11/10/20,-1,Cedar Vale Unified School District 361,Chautauqua,Kansas,Trump,,,
11/11/20,-1,Cedar Vale Unified School District 362,Chautauqua,Kansas,Trump,,,
11/12/20,-1,Cedar Vale Unified School District 363,Chautauqua,Kansas,Trump,,,
11/13/20,-1,Cedar Vale Unified School District 364,Chautauqua,Kansas,Trump,,,
11/14/20,-1,Cedar Vale Unified School District 365,Chautauqua,Kansas,Trump,,,
11/15/20,-1,Cedar Vale Unified School District 366,Chautauqua,Kansas,Trump,,,
11/16/20,-1,Cedar Vale Unified School District 367,Chautauqua,Kansas,Trump,,,
11/17/20,1,Cedar Vale Unified School District 368,Chautauqua,Kansas,Trump,,,
11/18/20,1,Cedar Vale Unified School District 369,Chautauqua,Kansas,Trump,,,
11/19/20,1,Cedar Vale Unified School District 370,Chautauqua,Kansas,Trump,,,
,cant determine,Scarborough,Cumberland,Maine,,,23005,cumberland
9/15/20,1,Granby School District,Hampshire,Massachusetts,Biden,,25015,hampshire
9/16/20,1,Granby School District,Hampshire,Massachusetts,Biden,,,
9/17/20,1,Granby School District,Hampshire,Massachusetts,Biden,,,
9/18/20,1,Granby School District,Hampshire,Massachusetts,Biden,,,
9/19/20,1,Granby School District,Hampshire,Massachusetts,Biden,,,
9/20/20,1,Granby School District,Hampshire,Massachusetts,Biden,,,
9/21/20,1,Granby School District,Hampshire,Massachusetts,Biden,,,
9/22/20,1,Granby School District,Hampshire,Massachusetts,Biden,,,
9/23/20,1,Granby School District,Hampshire,Massachusetts,Biden,,,
9/24/20,1,Granby School District,Hampshire,Massachusetts,Biden,,,
9/25/20,1,Granby School District,Hampshire,Massachusetts,Biden,,,
9/26/20,1,Granby School District,Hampshire,Massachusetts,Biden,,,
9/27/20,1,Granby School District,Hampshire,Massachusetts,Biden,,,
9/28/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
9/29/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
9/30/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/1/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/2/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/3/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/4/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/5/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/6/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/7/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/8/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/9/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/10/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/11/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/12/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/13/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/14/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/15/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/16/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
10/17/20,0,Granby School District,Hampshire,Massachusetts,Biden,,,
