GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNI,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
G29013230,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Green City R-I School District,13230,,,,"Green City R-I School District, Missouri",1491,"Green City R-I School District, Missouri",184
G29013290,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Green Ridge R-VIII School District,13290,,,,"Green Ridge R-VIII School District, Missouri",1917,"Green Ridge R-VIII School District, Missouri",222
G29013320,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Greenfield R-IV School District,13320,,,,"Greenfield R-IV School District, Missouri",3374,"Greenfield R-IV School District, Missouri",253
G29013380,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Greenville R-II School District,13380,,,,"Greenville R-II School District, Missouri",5206,"Greenville R-II School District, Missouri",472
G29013500,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hale R-I School District,13500,,,,"Hale R-I School District, Missouri",876,"Hale R-I School District, Missouri",114
G29013530,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Halfway R-III School District,13530,,,,"Halfway R-III School District, Missouri",2418,"Halfway R-III School District, Missouri",475
G29013560,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hallsville R-IV School District,13560,,,,"Hallsville R-IV School District, Missouri",8415,"Hallsville R-IV School District, Missouri",683
G29013590,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hamilton R-II School District,13590,,,,"Hamilton R-II School District, Missouri",3568,"Hamilton R-II School District, Missouri",328
G29013620,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hancock Place School District,13620,,,,"Hancock Place School District, Missouri",8770,"Hancock Place School District, Missouri",837
G29013650,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hannibal 60 School District,13650,,,,"Hannibal 60 School District, Missouri",23166,"Hannibal 60 School District, Missouri",399
G29013680,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hardin-Central C-2 School District,13680,,,,"Hardin-Central C-2 School District, Missouri",1358,"Hardin-Central C-2 School District, Missouri",185
G29013710,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Harrisburg R-VIII School District,13710,,,,"Harrisburg R-VIII School District, Missouri",3069,"Harrisburg R-VIII School District, Missouri",405
G29013760,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Harrisonville R-IX School District,13760,,,,"Harrisonville R-IX School District, Missouri",13696,"Harrisonville R-IX School District, Missouri",441
G29013770,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hartville R-II School District,13770,,,,"Hartville R-II School District, Missouri",3901,"Hartville R-II School District, Missouri",530
G29013800,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hayti R-II School District,13800,,,,"Hayti R-II School District, Missouri",3601,"Hayti R-II School District, Missouri",241
G29013830,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hazelwood School District,13830,,,,"Hazelwood School District, Missouri",116162,"Hazelwood School District, Missouri",2476
G29014250,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Dunklin R-V School District,14250,,,,"Dunklin R-V School District, Missouri",10880,"Dunklin R-V School District, Missouri",676
G29014280,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Gasconade County R-I School District,14280,,,,"Gasconade County R-I School District, Missouri",7801,"Gasconade County R-I School District, Missouri",467
G29014310,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hermitage R-IV School District,14310,,,,"Hermitage R-IV School District, Missouri",3180,"Hermitage R-IV School District, Missouri",382
G29014320,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hickory County R-I School District,14320,,,,"Hickory County R-I School District, Missouri",4808,"Hickory County R-I School District, Missouri",585
G29014340,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hickman Mills C-1 School District,14340,,,,"Hickman Mills C-1 School District, Missouri",49759,"Hickman Mills C-1 School District, Missouri",1491
G29014370,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Higbee R-VIII School District,14370,,,,"Higbee R-VIII School District, Missouri",1393,"Higbee R-VIII School District, Missouri",220
G29014400,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Lafayette County C-1 School District,14400,,,,"Lafayette County C-1 School District, Missouri",6635,"Lafayette County C-1 School District, Missouri",327
G29014430,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hillsboro R-III School District,14430,,,,"Hillsboro R-III School District, Missouri",20359,"Hillsboro R-III School District, Missouri",990
G29014460,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Holcomb R-III School District,14460,,,,"Holcomb R-III School District, Missouri",2451,"Holcomb R-III School District, Missouri",355
G29014490,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Holden R-III School District,14490,,,,"Holden R-III School District, Missouri",8574,"Holden R-III School District, Missouri",780
G29014550,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hollister R-V School District,14550,,,,"Hollister R-V School District, Missouri",10440,"Hollister R-V School District, Missouri",584
G29014840,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Houston R-I School District,14840,,,,"Houston R-I School District, Missouri",5667,"Houston R-I School District, Missouri",298
G29015270,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Pettis County R-V School District,15270,,,,"Pettis County R-V School District, Missouri",1878,"Pettis County R-V School District, Missouri",233
G29015300,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Humansville R-IV School District,15300,,,,"Humansville R-IV School District, Missouri",2975,"Humansville R-IV School District, Missouri",462
G29015330,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hume R-VIII School District,15330,,,,"Hume R-VIII School District, Missouri",875,"Hume R-VIII School District, Missouri",129
G29015390,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Hurley R-I School District,15390,,,,"Hurley R-I School District, Missouri",1696,"Hurley R-I School District, Missouri",296
G29015420,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Iberia R-V School District,15420,,,,"Iberia R-V School District, Missouri",3982,"Iberia R-V School District, Missouri",609
G29015450,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Scott City R-I School District,15450,,,,"Scott City R-I School District, Missouri",4902,"Scott City R-I School District, Missouri",142
G29015480,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Independence 30 School District,15480,,,,"Independence 30 School District, Missouri",94518,"Independence 30 School District, Missouri",1260
G29015510,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Iron County C-4 School District,15510,,,,"Iron County C-4 School District, Missouri",3235,"Iron County C-4 School District, Missouri",761
G29015600,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Jackson R-II School District,15600,,,,"Jackson R-II School District, Missouri",31949,"Jackson R-II School District, Missouri",667
G29015630,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,North Daviess R-III School District,15630,,,,"North Daviess R-III School District, Missouri",673,"North Daviess R-III School District, Missouri",95
G29015660,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Jamestown C-1 School District,15660,,,,"Jamestown C-1 School District, Missouri",1565,"Jamestown C-1 School District, Missouri",243
G29016140,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Jasper County R-V School District,16140,,,,"Jasper County R-V School District, Missouri",2995,"Jasper County R-V School District, Missouri",332
G29016190,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Jefferson City Public Schools,16190,,,,"Jefferson City Public Schools, Missouri",72990,"Jefferson City Public Schools, Missouri",964
G29016200,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Jefferson C-123 School District,16200,,,,"Jefferson C-123 School District, Missouri",974,"Jefferson C-123 School District, Missouri",237
G29016290,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Jennings School District,16290,,,,"Jennings School District, Missouri",17539,"Jennings School District, Missouri",546
G29016350,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Joplin School District,16350,,,,"Joplin School District, Missouri",58385,"Joplin School District, Missouri",1019
G29016380,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Clark County R-I School District,16380,,,,"Clark County R-I School District, Missouri",6751,"Clark County R-I School District, Missouri",68
G29016400,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Kansas City 33 School District,16400,,,,"Kansas City 33 School District, Missouri",196418,"Kansas City 33 School District, Missouri",1636
G29016450,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Kearney R-I School District,16450,,,,"Kearney R-I School District, Missouri",19306,"Kearney R-I School District, Missouri",679
G29016500,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Kennett 39 School District,16500,,,,"Kennett 39 School District, Missouri",10287,"Kennett 39 School District, Missouri",330
G29016530,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Keytesville R-III School District,16530,,,,"Keytesville R-III School District, Missouri",865,"Keytesville R-III School District, Missouri",113
G29016590,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,King City R-I School District,16590,,,,"King City R-I School District, Missouri",1838,"King City R-I School District, Missouri",242
G29016660,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Kingsville R-I School District,16660,,,,"Kingsville R-I School District, Missouri",2043,"Kingsville R-I School District, Missouri",266
G29016740,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Kirksville R-III School District,16740,,,,"Kirksville R-III School District, Missouri",21928,"Kirksville R-III School District, Missouri",292
G29016770,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Kirkwood R-VII School District,16770,,,,"Kirkwood R-VII School District, Missouri",41126,"Kirkwood R-VII School District, Missouri",509
G29016830,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Knob Noster R-VIII School District,16830,,,,"Knob Noster R-VIII School District, Missouri",9585,"Knob Noster R-VIII School District, Missouri",559
G29016860,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Oregon-Howell R-III School District,16860,,,,"Oregon-Howell R-III School District, Missouri",1531,"Oregon-Howell R-III School District, Missouri",260
G29016920,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,La Monte R-IV School District,16920,,,,"La Monte R-IV School District, Missouri",2038,"La Monte R-IV School District, Missouri",229
G29016950,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,La Plata R-II School District,16950,,,,"La Plata R-II School District, Missouri",2468,"La Plata R-II School District, Missouri",282
G29017820,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Ladue School District,17820,,,,"Ladue School District, Missouri",27996,"Ladue School District, Missouri",728
G29017850,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Lamar R-I School District,17850,,,,"Lamar R-I School District, Missouri",7219,"Lamar R-I School District, Missouri",421
G29017880,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Laquey R-V School District,17880,,,,"Laquey R-V School District, Missouri",3990,"Laquey R-V School District, Missouri",797
G29017970,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Lathrop R-II School District,17970,,,,"Lathrop R-II School District, Missouri",5088,"Lathrop R-II School District, Missouri",522
G29018220,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Lawson R-XIV School District,18220,,,,"Lawson R-XIV School District, Missouri",5485,"Lawson R-XIV School District, Missouri",547
G29018240,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,West St. Francois County R-IV School District,18240,,,,"West St. Francois County R-IV School District, Missouri",4999,"West St. Francois County R-IV School District, Missouri",664
G29018270,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Lebanon R-III School District,18270,,,,"Lebanon R-III School District, Missouri",24913,"Lebanon R-III School District, Missouri",905
G29018300,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Lee's Summit R-VII School District,18300,,,,"Lee's Summit R-VII School District, Missouri",98157,"Lee's Summit R-VII School District, Missouri",832
G29018360,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Leeton R-X School District,18360,,,,"Leeton R-X School District, Missouri",1697,"Leeton R-X School District, Missouri",233
G29018420,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Leopold R-III School District,18420,,,,"Leopold R-III School District, Missouri",944,"Leopold R-III School District, Missouri",255
G29018450,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Lesterville R-IV School District,18450,,,,"Lesterville R-IV School District, Missouri",1119,"Lesterville R-IV School District, Missouri",154
G29018460,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Lewis County C-1 School District,18460,,,,"Lewis County C-1 School District, Missouri",6194,"Lewis County C-1 School District, Missouri",279
G29018480,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Lexington R-V School District,18480,,,,"Lexington R-V School District, Missouri",5442,"Lexington R-V School District, Missouri",340
G29018510,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Liberal R-II School District,18510,,,,"Liberal R-II School District, Missouri",2676,"Liberal R-II School District, Missouri",305
G29018540,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Liberty 53 School District,18540,,,,"Liberty 53 School District, Missouri",59302,"Liberty 53 School District, Missouri",941
G29018600,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Licking R-VIII School District,18600,,,,"Licking R-VIII School District, Missouri",5883,"Licking R-VIII School District, Missouri",177
G29018670,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln R-II School District,18670,,,,"Lincoln R-II School District, Missouri",3613,"Lincoln R-II School District, Missouri",415
G29018690,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Lindbergh School District,18690,,,,"Lindbergh School District, Missouri",47807,"Lindbergh School District, Missouri",1176
G29019080,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Osage County R-II School District,19080,,,,"Osage County R-II School District, Missouri",5096,"Osage County R-II School District, Missouri",338
G29019140,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Lockwood R-I School District,19140,,,,"Lockwood R-I School District, Missouri",2292,"Lockwood R-I School District, Missouri",221
G29019170,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Logan-Rogersville R-VIII School District,19170,,,,"Logan-Rogersville R-VIII School District, Missouri",14429,"Logan-Rogersville R-VIII School District, Missouri",1005
G29019230,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Lone Jack C-6 School District,19230,,,,"Lone Jack C-6 School District, Missouri",3526,"Lone Jack C-6 School District, Missouri",359
G29019260,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Louisiana R-II School District,19260,,,,"Louisiana R-II School District, Missouri",4248,"Louisiana R-II School District, Missouri",201
G29019350,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Woodland R-IV School District,19350,,,,"Woodland R-IV School District, Missouri",5662,"Woodland R-IV School District, Missouri",508
G29019380,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Macks Creek R-V School District,19380,,,,"Macks Creek R-V School District, Missouri",2478,"Macks Creek R-V School District, Missouri",488
G29019410,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Macon County R-I School District,19410,,,,"Macon County R-I School District, Missouri",8279,"Macon County R-I School District, Missouri",320
G29019840,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Madison C-3 School District,19840,,,,"Madison C-3 School District, Missouri",1494,"Madison C-3 School District, Missouri",152
G29019890,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Malden R-I School District,19890,,,,"Malden R-I School District, Missouri",5990,"Malden R-I School District, Missouri",230
G29019920,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Malta Bend R-V School District,19920,,,,"Malta Bend R-V School District, Missouri",486,"Malta Bend R-V School District, Missouri",94
G29019980,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Mansfield R-IV School District,19980,,,,"Mansfield R-IV School District, Missouri",4112,"Mansfield R-IV School District, Missouri",571
G29020010,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Maplewood-Richmond Heights School District,20010,,,,"Maplewood-Richmond Heights School District, Missouri",13893,"Maplewood-Richmond Heights School District, Missouri",181
G29020050,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Marceline R-V School District,20050,,,,"Marceline R-V School District, Missouri",3565,"Marceline R-V School District, Missouri",176
G29020160,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Marion C. Early R-V School District,20160,,,,"Marion C. Early R-V School District, Missouri",3603,"Marion C. Early R-V School District, Missouri",645
G29020280,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Marion County R-II School District,20280,,,,"Marion County R-II School District, Missouri",1360,"Marion County R-II School District, Missouri",193
G29020310,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Marionville R-IX School District,20310,,,,"Marionville R-IX School District, Missouri",4096,"Marionville R-IX School District, Missouri",607
G29020370,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Marquand-Zion R-VI School District,20370,,,,"Marquand-Zion R-VI School District, Missouri",1370,"Marquand-Zion R-VI School District, Missouri",206
G29020410,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Marshall School District,20410,,,,"Marshall School District, Missouri",15236,"Marshall School District, Missouri",388
G29020430,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Marshfield R-I School District,20430,,,,"Marshfield R-I School District, Missouri",17357,"Marshfield R-I School District, Missouri",717
G29020490,2014-2018,,,Missouri,29,,,,,,,,,,,,,,,,,,,,,,,,,,Maryville R-II Schools,20490,,,,"Maryville R-II Schools, Missouri",15486,"Maryville R-II Schools, Missouri",76
