GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNI,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
G55008520,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Madison Metropolitan School District,8520,,,,"Madison Metropolitan School District, Wisconsin",245886,"Madison Metropolitan School District, Wisconsin",1501
G55008550,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Manawa School District,8550,,,,"Manawa School District, Wisconsin",4893,"Manawa School District, Wisconsin",224
G55008610,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Manitowoc School District,8610,,,,"Manitowoc School District, Wisconsin",38284,"Manitowoc School District, Wisconsin",387
G55008640,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Maple School District,8640,,,,"Maple School District, Wisconsin",7799,"Maple School District, Wisconsin",246
G55008670,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Marathon City School District,8670,,,,"Marathon City School District, Wisconsin",4549,"Marathon City School District, Wisconsin",313
G55008700,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Marinette School District,8700,,,,"Marinette School District, Wisconsin",15021,"Marinette School District, Wisconsin",319
G55008730,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Marion School District,8730,,,,"Marion School District, Wisconsin",3702,"Marion School District, Wisconsin",243
G55008760,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Markesan School District,8760,,,,"Markesan School District, Wisconsin",6769,"Markesan School District, Wisconsin",229
G55008790,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Marshall School District,8790,,,,"Marshall School District, Wisconsin",5865,"Marshall School District, Wisconsin",235
G55008820,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Marshfield School District,8820,,,,"Marshfield School District, Wisconsin",27259,"Marshfield School District, Wisconsin",391
G55008850,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Mauston School District,8850,,,,"Mauston School District, Wisconsin",9693,"Mauston School District, Wisconsin",295
G55008880,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Mayville School District,8880,,,,"Mayville School District, Wisconsin",7708,"Mayville School District, Wisconsin",196
G55008910,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,McFarland School District,8910,,,,"McFarland School District, Wisconsin",11719,"McFarland School District, Wisconsin",448
G55008940,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Medford Area School District,8940,,,,"Medford Area School District, Wisconsin",14251,"Medford Area School District, Wisconsin",168
G55008970,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Mellen School District,8970,,,,"Mellen School District, Wisconsin",1714,"Mellen School District, Wisconsin",108
G55009000,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Melrose-Mindoro School District,9000,,,,"Melrose-Mindoro School District, Wisconsin",4509,"Melrose-Mindoro School District, Wisconsin",307
G55009030,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Menasha School District,9030,,,,"Menasha School District, Wisconsin",25428,"Menasha School District, Wisconsin",531
G55009060,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Menomonee Falls School District,9060,,,,"Menomonee Falls School District, Wisconsin",29606,"Menomonee Falls School District, Wisconsin",351
G55009070,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Menominee Indian School District,9070,,,,"Menominee Indian School District, Wisconsin",4579,"Menominee Indian School District, Wisconsin",0
G55009090,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Menomonie Area School District,9090,,,,"Menomonie Area School District, Wisconsin",27387,"Menomonie Area School District, Wisconsin",370
G55009130,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Mequon-Thiensville School District,9130,,,,"Mequon-Thiensville School District, Wisconsin",27250,"Mequon-Thiensville School District, Wisconsin",95
G55009150,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Mercer School District,9150,,,,"Mercer School District, Wisconsin",1416,"Mercer School District, Wisconsin",172
G55009210,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Merrill Area School District,9210,,,,"Merrill Area School District, Wisconsin",19985,"Merrill Area School District, Wisconsin",211
G55009510,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Middleton-Cross Plains School District,9510,,,,"Middleton-Cross Plains School District, Wisconsin",42729,"Middleton-Cross Plains School District, Wisconsin",835
G55009570,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Milton School District,9570,,,,"Milton School District, Wisconsin",19357,"Milton School District, Wisconsin",609
G55009600,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee School District,9600,,,,"Milwaukee School District, Wisconsin",596886,"Milwaukee School District, Wisconsin",54
G55009660,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Mineral Point School District,9660,,,,"Mineral Point School District, Wisconsin",4040,"Mineral Point School District, Wisconsin",180
G55009720,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Northwood School District,9720,,,,"Northwood School District, Wisconsin",2909,"Northwood School District, Wisconsin",169
G55009750,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Mishicot School District,9750,,,,"Mishicot School District, Wisconsin",5972,"Mishicot School District, Wisconsin",275
G55009780,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Mondovi School District,9780,,,,"Mondovi School District, Wisconsin",5289,"Mondovi School District, Wisconsin",141
G55009810,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Monona Grove School District,9810,,,,"Monona Grove School District, Wisconsin",18132,"Monona Grove School District, Wisconsin",231
G55009840,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Monroe School District,9840,,,,"Monroe School District, Wisconsin",15735,"Monroe School District, Wisconsin",233
G55009870,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Montello School District,9870,,,,"Montello School District, Wisconsin",6108,"Montello School District, Wisconsin",191
G55009900,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Monticello School District,9900,,,,"Monticello School District, Wisconsin",2321,"Monticello School District, Wisconsin",144
G55009960,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Mosinee School District,9960,,,,"Mosinee School District, Wisconsin",12752,"Mosinee School District, Wisconsin",535
G55009990,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Mount Horeb Area School District,9990,,,,"Mount Horeb Area School District, Wisconsin",12976,"Mount Horeb Area School District, Wisconsin",254
G55010060,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Mukwonago School District,10060,,,,"Mukwonago School District, Wisconsin",29620,"Mukwonago School District, Wisconsin",416
G55010140,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Riverdale School District,10140,,,,"Riverdale School District, Wisconsin",5089,"Riverdale School District, Wisconsin",265
G55010170,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Muskego-Norway School District,10170,,,,"Muskego-Norway School District, Wisconsin",29901,"Muskego-Norway School District, Wisconsin",296
G55010230,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Necedah Area School District,10230,,,,"Necedah Area School District, Wisconsin",4917,"Necedah Area School District, Wisconsin",457
G55010320,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Neenah School District,10320,,,,"Neenah School District, Wisconsin",44601,"Neenah School District, Wisconsin",469
G55010350,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Neillsville School District,10350,,,,"Neillsville School District, Wisconsin",6262,"Neillsville School District, Wisconsin",225
G55010380,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Nekoosa School District,10380,,,,"Nekoosa School District, Wisconsin",8497,"Nekoosa School District, Wisconsin",427
G55010440,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,New Auburn School District,10440,,,,"New Auburn School District, Wisconsin",1879,"New Auburn School District, Wisconsin",167
G55010470,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,New Berlin School District,10470,,,,"New Berlin School District, Wisconsin",35587,"New Berlin School District, Wisconsin",511
G55010500,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,New Glarus School District,10500,,,,"New Glarus School District, Wisconsin",4789,"New Glarus School District, Wisconsin",190
G55010530,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,New Holstein School District,10530,,,,"New Holstein School District, Wisconsin",8931,"New Holstein School District, Wisconsin",248
G55010560,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,New Lisbon School District,10560,,,,"New Lisbon School District, Wisconsin",5202,"New Lisbon School District, Wisconsin",175
G55010590,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,New London School District,10590,,,,"New London School District, Wisconsin",15568,"New London School District, Wisconsin",416
G55010620,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,New Richmond School District,10620,,,,"New Richmond School District, Wisconsin",17545,"New Richmond School District, Wisconsin",383
G55010680,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Niagara School District,10680,,,,"Niagara School District, Wisconsin",2383,"Niagara School District, Wisconsin",147
G55010710,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Norris School District,10710,,,,"Norris School District, Wisconsin",122,"Norris School District, Wisconsin",81
G55010740,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,North Fond du Lac School District,10740,,,,"North Fond du Lac School District, Wisconsin",8337,"North Fond du Lac School District, Wisconsin",356
G55010770,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Norwalk-Ontario-Wilton School District,10770,,,,"Norwalk-Ontario-Wilton School District, Wisconsin",4480,"Norwalk-Ontario-Wilton School District, Wisconsin",218
G55010830,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Oak Creek-Franklin School District,10830,,,,"Oak Creek-Franklin School District, Wisconsin",39822,"Oak Creek-Franklin School District, Wisconsin",548
G55010860,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Oakfield School District,10860,,,,"Oakfield School District, Wisconsin",3276,"Oakfield School District, Wisconsin",149
G55010890,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Oconomowoc Area School District,10890,,,,"Oconomowoc Area School District, Wisconsin",34739,"Oconomowoc Area School District, Wisconsin",405
G55010920,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Oconto School District,10920,,,,"Oconto School District, Wisconsin",6998,"Oconto School District, Wisconsin",195
G55010950,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Oconto Falls School District,10950,,,,"Oconto Falls School District, Wisconsin",11255,"Oconto Falls School District, Wisconsin",403
G55010980,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Omro School District,10980,,,,"Omro School District, Wisconsin",7697,"Omro School District, Wisconsin",333
G55011010,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Onalaska School District,11010,,,,"Onalaska School District, Wisconsin",18409,"Onalaska School District, Wisconsin",343
G55011070,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Oostburg School District,11070,,,,"Oostburg School District, Wisconsin",6238,"Oostburg School District, Wisconsin",200
G55011100,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Oregon School District,11100,,,,"Oregon School District, Wisconsin",21179,"Oregon School District, Wisconsin",627
G55011130,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Parkview School District,11130,,,,"Parkview School District, Wisconsin",6041,"Parkview School District, Wisconsin",281
G55011160,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Osceola School District,11160,,,,"Osceola School District, Wisconsin",8727,"Osceola School District, Wisconsin",339
G55011190,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Oshkosh Area School District,11190,,,,"Oshkosh Area School District, Wisconsin",80408,"Oshkosh Area School District, Wisconsin",347
G55011220,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Osseo-Fairchild School District,11220,,,,"Osseo-Fairchild School District, Wisconsin",5465,"Osseo-Fairchild School District, Wisconsin",291
G55011310,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Owen-Withee School District,11310,,,,"Owen-Withee School District, Wisconsin",4661,"Owen-Withee School District, Wisconsin",246
G55011350,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Palmyra-Eagle Area School District,11350,,,,"Palmyra-Eagle Area School District, Wisconsin",7616,"Palmyra-Eagle Area School District, Wisconsin",417
G55011370,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Pardeeville Area School District,11370,,,,"Pardeeville Area School District, Wisconsin",6536,"Pardeeville Area School District, Wisconsin",303
G55011550,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Beecher-Dunbar-Pembine School District,11550,,,,"Beecher-Dunbar-Pembine School District, Wisconsin",2339,"Beecher-Dunbar-Pembine School District, Wisconsin",202
G55011580,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Pepin Area School District,11580,,,,"Pepin Area School District, Wisconsin",2053,"Pepin Area School District, Wisconsin",126
G55011610,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Peshtigo School District,11610,,,,"Peshtigo School District, Wisconsin",6245,"Peshtigo School District, Wisconsin",326
G55011640,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Pewaukee School District,11640,,,,"Pewaukee School District, Wisconsin",17923,"Pewaukee School District, Wisconsin",331
G55011710,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Phelps School District,11710,,,,"Phelps School District, Wisconsin",1010,"Phelps School District, Wisconsin",143
G55011730,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Phillips School District,11730,,,,"Phillips School District, Wisconsin",5768,"Phillips School District, Wisconsin",219
G55011790,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Pittsville School District,11790,,,,"Pittsville School District, Wisconsin",3855,"Pittsville School District, Wisconsin",180
G55011820,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Tri-County Area School District,11820,,,,"Tri-County Area School District, Wisconsin",3840,"Tri-County Area School District, Wisconsin",250
G55011850,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Platteville School District,11850,,,,"Platteville School District, Wisconsin",16175,"Platteville School District, Wisconsin",313
G55011880,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Plum City School District,11880,,,,"Plum City School District, Wisconsin",1714,"Plum City School District, Wisconsin",125
G55011940,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Plymouth School District,11940,,,,"Plymouth School District, Wisconsin",16935,"Plymouth School District, Wisconsin",211
G55011970,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Port Edwards School District,11970,,,,"Port Edwards School District, Wisconsin",3336,"Port Edwards School District, Wisconsin",238
G55012000,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Port Washington-Saukville School District,12000,,,,"Port Washington-Saukville School District, Wisconsin",17498,"Port Washington-Saukville School District, Wisconsin",292
G55012030,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,South Shore School District,12030,,,,"South Shore School District, Wisconsin",1775,"South Shore School District, Wisconsin",95
G55012060,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Portage Community School District,12060,,,,"Portage Community School District, Wisconsin",17598,"Portage Community School District, Wisconsin",348
G55012090,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Potosi School District,12090,,,,"Potosi School District, Wisconsin",1956,"Potosi School District, Wisconsin",104
G55012120,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Poynette School District,12120,,,,"Poynette School District, Wisconsin",6520,"Poynette School District, Wisconsin",194
G55012150,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Prairie du Chien Area School District,12150,,,,"Prairie du Chien Area School District, Wisconsin",8491,"Prairie du Chien Area School District, Wisconsin",167
G55012180,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Prairie Farm School District,12180,,,,"Prairie Farm School District, Wisconsin",1926,"Prairie Farm School District, Wisconsin",152
G55012210,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Prentice School District,12210,,,,"Prentice School District, Wisconsin",2900,"Prentice School District, Wisconsin",145
G55012240,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Prescott School District,12240,,,,"Prescott School District, Wisconsin",7835,"Prescott School District, Wisconsin",309
G55012300,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Princeton School District,12300,,,,"Princeton School District, Wisconsin",2992,"Princeton School District, Wisconsin",168
G55012330,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Pulaski Community School District,12330,,,,"Pulaski Community School District, Wisconsin",21099,"Pulaski Community School District, Wisconsin",701
G55012360,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Racine School District,12360,,,,"Racine School District, Wisconsin",138293,"Racine School District, Wisconsin",137
G55012420,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Randolph School District,12420,,,,"Randolph School District, Wisconsin",3255,"Randolph School District, Wisconsin",239
G55012450,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Random Lake School District,12450,,,,"Random Lake School District, Wisconsin",6029,"Random Lake School District, Wisconsin",251
G55012540,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Kickapoo Area School District,12540,,,,"Kickapoo Area School District, Wisconsin",3184,"Kickapoo Area School District, Wisconsin",251
G55012660,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Reedsburg School District,12660,,,,"Reedsburg School District, Wisconsin",17389,"Reedsburg School District, Wisconsin",305
G55012690,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Reedsville School District,12690,,,,"Reedsville School District, Wisconsin",4578,"Reedsville School District, Wisconsin",233
G55012720,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Rhinelander School District,12720,,,,"Rhinelander School District, Wisconsin",20437,"Rhinelander School District, Wisconsin",281
G55012780,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Rib Lake School District,12780,,,,"Rib Lake School District, Wisconsin",2563,"Rib Lake School District, Wisconsin",142
G55012810,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Rice Lake Area School District,12810,,,,"Rice Lake Area School District, Wisconsin",15961,"Rice Lake Area School District, Wisconsin",221
G55012960,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Richland School District,12960,,,,"Richland School District, Wisconsin",10643,"Richland School District, Wisconsin",183
G55012990,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Rio Community School District,12990,,,,"Rio Community School District, Wisconsin",2991,"Rio Community School District, Wisconsin",185
G55013020,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Ripon Area School District,13020,,,,"Ripon Area School District, Wisconsin",10459,"Ripon Area School District, Wisconsin",219
G55013050,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,River Falls School District,13050,,,,"River Falls School District, Wisconsin",24040,"River Falls School District, Wisconsin",467
G55013100,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Rosendale-Brandon School District,13100,,,,"Rosendale-Brandon School District, Wisconsin",5722,"Rosendale-Brandon School District, Wisconsin",192
G55013140,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Rosholt School District,13140,,,,"Rosholt School District, Wisconsin",3974,"Rosholt School District, Wisconsin",193
G55013170,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,D.C. Everest Area School District,13170,,,,"D.C. Everest Area School District, Wisconsin",33943,"D.C. Everest Area School District, Wisconsin",531
G55013230,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,St. Croix Falls School District,13230,,,,"St. Croix Falls School District, Wisconsin",7335,"St. Croix Falls School District, Wisconsin",328
G55013260,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,St. Francis School District,13260,,,,"St. Francis School District, Wisconsin",9509,"St. Francis School District, Wisconsin",50
G55013410,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Sauk Prairie School District,13410,,,,"Sauk Prairie School District, Wisconsin",16236,"Sauk Prairie School District, Wisconsin",343
G55013470,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Seneca School District,13470,,,,"Seneca School District, Wisconsin",1624,"Seneca School District, Wisconsin",140
G55013500,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Sevastopol School District,13500,,,,"Sevastopol School District, Wisconsin",5079,"Sevastopol School District, Wisconsin",208
G55013530,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Seymour Community School District,13530,,,,"Seymour Community School District, Wisconsin",13287,"Seymour Community School District, Wisconsin",422
G55013620,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Shawano School District,13620,,,,"Shawano School District, Wisconsin",17152,"Shawano School District, Wisconsin",251
G55013650,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Sheboygan Area School District,13650,,,,"Sheboygan Area School District, Wisconsin",60347,"Sheboygan Area School District, Wisconsin",349
G55013680,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Sheboygan Falls School District,13680,,,,"Sheboygan Falls School District, Wisconsin",11641,"Sheboygan Falls School District, Wisconsin",356
G55013710,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Shell Lake School District,13710,,,,"Shell Lake School District, Wisconsin",3368,"Shell Lake School District, Wisconsin",175
G55013770,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Shiocton School District,13770,,,,"Shiocton School District, Wisconsin",4161,"Shiocton School District, Wisconsin",266
G55013800,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Shorewood School District,13800,,,,"Shorewood School District, Wisconsin",13344,"Shorewood School District, Wisconsin",49
G55013830,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Shullsburg School District,13830,,,,"Shullsburg School District, Wisconsin",2201,"Shullsburg School District, Wisconsin",165
G55013890,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Siren School District,13890,,,,"Siren School District, Wisconsin",3014,"Siren School District, Wisconsin",186
G55013950,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Slinger School District,13950,,,,"Slinger School District, Wisconsin",15979,"Slinger School District, Wisconsin",448
G55013980,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Solon Springs School District,13980,,,,"Solon Springs School District, Wisconsin",2165,"Solon Springs School District, Wisconsin",143
G55014010,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Somerset School District,14010,,,,"Somerset School District, Wisconsin",8389,"Somerset School District, Wisconsin",427
G55014040,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,South Milwaukee School District,14040,,,,"South Milwaukee School District, Wisconsin",21089,"South Milwaukee School District, Wisconsin",46
G55014130,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Door County School District,14130,,,,"Southern Door County School District, Wisconsin",7537,"Southern Door County School District, Wisconsin",225
G55014160,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Sparta Area School District,14160,,,,"Sparta Area School District, Wisconsin",17472,"Sparta Area School District, Wisconsin",303
G55014190,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Spencer School District,14190,,,,"Spencer School District, Wisconsin",4572,"Spencer School District, Wisconsin",238
G55014220,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Spooner Area School District,14220,,,,"Spooner Area School District, Wisconsin",10456,"Spooner Area School District, Wisconsin",215
G55014250,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,River Valley School District,14250,,,,"River Valley School District, Wisconsin",9415,"River Valley School District, Wisconsin",324
G55014340,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Spring Valley School District,14340,,,,"Spring Valley School District, Wisconsin",4512,"Spring Valley School District, Wisconsin",253
G55014430,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Stanley-Boyd Area School District,14430,,,,"Stanley-Boyd Area School District, Wisconsin",7876,"Stanley-Boyd Area School District, Wisconsin",250
G55014490,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Stevens Point Area School District,14490,,,,"Stevens Point Area School District, Wisconsin",57195,"Stevens Point Area School District, Wisconsin",345
G55014520,2014-2018,,,Wisconsin,55,,,,,,,,,,,,,,,,,,,,,,,,,,Stockbridge School District,14520,,,,"Stockbridge School District, Wisconsin",1674,"Stockbridge School District, Wisconsin",129
